doc_id,field,match,dsv4_value,gpt55_gold_value
d14214ed-04ba-42e4-abf5-adc200fbfada,low_confidence_fields,0,[],"[""\""case_amount\"""", ""\""contract_validity\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_amount,1,60310,60310
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_amount_type,0,"""原告诉请本金""","""购买价款"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.case_number,1,"""(2021)闽0481民初887号""","""(2021)闽0481民初887号"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.court_name,1,"""永安市人民法院""","""永安市人民法院"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.court_level,1,"""基层法院""","""基层法院"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.judgment_date,1,"""2021-04-09""","""2021-04-09"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.first_instance_case_number,1,null,null
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.region,1,"""福建""","""福建"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,metadata.doc_type,1,"""判决书""","""判决书"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_profile.case_type_primary,1,"""民事""","""民事"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_profile.case_type_secondary,1,"""民间借贷纠纷""","""民间借贷纠纷"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_profile.procedure_stage,1,"""一审""","""一审"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_profile.is_appeal,1,false,false
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_profile.litigant_profile.plaintiff_types,1,"[""\""自然人\""""]","[""\""自然人\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,case_profile.litigant_profile.defendant_types,1,"[""\""自然人\""""]","[""\""自然人\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,virtual_currency_info.involved,1,true,true
e1f64d02-ae49-4db7-823e-ad9d0113786a,virtual_currency_info.currency_types,0,"[""\""虚拟货币\""""]","[""\""EUEN数字资产\"""", ""\""Gcc币\"""", ""\""vpc\"""", ""\""虚拟货币\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,virtual_currency_info.activity_types,1,"[""\""买卖/兑换\""""]","[""\""买卖/兑换\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.legal_characterization,0,"""民间借贷""",null
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.virtual_currency_property_status,1,"""未明确""","""未明确"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.transaction_legality_assessment,0,"""未明确""","""风险自担"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.contract_validity,0,"""不适用""","""未明确"""
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.reasons_for_invalidity_or_no_protection,0,"[""\""证据不足\""""]","[""\""投资风险自担\"""", ""\""证据不足\"""", ""\""请求权基础不成立\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.cited_laws,0,"[""\""《中华人民共和国民法典》第七条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第一条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十六条\"""", ""\""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第一百零八条\"""", ""\""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条\""""]","[""\""《中华人民共和国民法典》第七条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第一条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十七条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十六条\"""", ""\""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第一百零八条\"""", ""\""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.cited_policies,1,[],[]
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.policy_labels,1,[],[]
e1f64d02-ae49-4db7-823e-ad9d0113786a,judicial_analysis.judicial_framing,0,"[""\""证据不足\""""]","[""\""证据不足\"""", ""\""请求权基础不成立\"""", ""\""风险自担\""""]"
e1f64d02-ae49-4db7-823e-ad9d0113786a,low_confidence_fields,1,[],[]
e59df253-8141-4e02-91d9-b1f401887e4c,case_amount,1,127889.1,127889.1
e59df253-8141-4e02-91d9-b1f401887e4c,case_amount_type,0,"""借款本金""","""交易本金"""
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.case_number,1,"""(2023)甘01民终5972号""","""(2023)甘01民终5972号"""
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.court_name,1,"""甘肃省兰州市中级人民法院""","""甘肃省兰州市中级人民法院"""
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.court_level,1,"""中级法院""","""中级法院"""
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.judgment_date,1,"""2024-02-02""","""2024-02-02"""
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.first_instance_case_number,1,null,null
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.region,1,"""甘肃""","""甘肃"""
e59df253-8141-4e02-91d9-b1f401887e4c,metadata.doc_type,1,"""判决书""","""判决书"""
e59df253-8141-4e02-91d9-b1f401887e4c,case_profile.case_type_primary,1,"""民事""","""民事"""
e59df253-8141-4e02-91d9-b1f401887e4c,case_profile.case_type_secondary,1,"""民间借贷纠纷""","""民间借贷纠纷"""
e59df253-8141-4e02-91d9-b1f401887e4c,case_profile.procedure_stage,1,"""二审""","""二审"""
e59df253-8141-4e02-91d9-b1f401887e4c,case_profile.is_appeal,1,true,true
e59df253-8141-4e02-91d9-b1f401887e4c,case_profile.litigant_profile.plaintiff_types,1,"[""\""自然人\""""]","[""\""自然人\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,case_profile.litigant_profile.defendant_types,1,"[""\""自然人\""""]","[""\""自然人\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,virtual_currency_info.involved,1,true,true
e59df253-8141-4e02-91d9-b1f401887e4c,virtual_currency_info.currency_types,0,"[""\""虚拟币\""""]","[""\""虚拟币\"""", ""\""虚拟货币\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,virtual_currency_info.activity_types,0,"[""\""买卖/兑换\""""]","[""\""买卖/兑换\"""", ""\""其他\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.legal_characterization,1,"""民间借贷""","""民间借贷"""
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.virtual_currency_property_status,1,"""未明确""","""未明确"""
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.transaction_legality_assessment,1,"""未明确""","""未明确"""
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.contract_validity,0,"""不适用""","""未明确"""
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.reasons_for_invalidity_or_no_protection,1,"[""\""证据不足\""""]","[""\""证据不足\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.cited_laws,0,"[""\""《中华人民共和国民事诉讼法》第一百七十七条第一款第一项\"""", ""\""《中华人民共和国民事诉讼法》第六十七条\"""", ""\""《中华人民共和国民法典》第一千零六十四条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二条\"""", ""\""《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第九十条\""""]","[""\""《中华人民共和国民事诉讼法》第一百七十七条第一款第一项\"""", ""\""《中华人民共和国民事诉讼法》第六十七条\"""", ""\""《中华人民共和国民法典》第一千零六十四条\"""", ""\""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二条\"""", ""\""《最高人民法院关于审理涉及夫妻债务纠纷案件适用法律有关问题的解释》\"""", ""\""《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第九十条\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.cited_policies,1,[],[]
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.policy_labels,1,[],[]
e59df253-8141-4e02-91d9-b1f401887e4c,judicial_analysis.judicial_framing,1,"[""\""证据不足\""""]","[""\""证据不足\""""]"
e59df253-8141-4e02-91d9-b1f401887e4c,low_confidence_fields,1,[],[]
ee5769c5-09d3-4320-95b3-ac7600900e26,case_amount,1,42565155.18,42565155.18
ee5769c5-09d3-4320-95b3-ac7600900e26,case_amount_type,1,"""犯罪金额""","""犯罪金额"""
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.case_number,1,"""(2020)豫9001刑初137号""","""(2020)豫9001刑初137号"""
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.court_name,1,"""济源市人民法院""","""济源市人民法院"""
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.court_level,1,"""基层法院""","""基层法院"""
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.judgment_date,1,"""2020-08-12""","""2020-08-12"""
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.first_instance_case_number,1,null,null
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.region,1,"""河南""","""河南"""
ee5769c5-09d3-4320-95b3-ac7600900e26,metadata.doc_type,1,"""判决书""","""判决书"""
ee5769c5-09d3-4320-95b3-ac7600900e26,case_profile.case_type_primary,1,"""刑事""","""刑事"""
ee5769c5-09d3-4320-95b3-ac7600900e26,case_profile.case_type_secondary,1,"""组织、领导传销活动罪""","""组织、领导传销活动罪"""
ee5769c5-09d3-4320-95b3-ac7600900e26,case_profile.procedure_stage,1,"""一审""","""一审"""
ee5769c5-09d3-4320-95b3-ac7600900e26,case_profile.is_appeal,1,false,false
ee5769c5-09d3-4320-95b3-ac7600900e26,case_profile.litigant_profile.plaintiff_types,1,"[""\""人民检察院\""""]","[""\""人民检察院\""""]"
ee5769c5-09d3-4320-95b3-ac7600900e26,case_profile.litigant_profile.defendant_types,1,"[""\""自然人\""""]","[""\""自然人\""""]"
ee5769c5-09d3-4320-95b3-ac7600900e26,virtual_currency_info.involved,1,true,true
ee5769c5-09d3-4320-95b3-ac7600900e26,virtual_currency_info.currency_types,1,"[""\""虚拟货币\""""]","[""\""虚拟货币\""""]"
ee5769c5-09d3-4320-95b3-ac7600900e26,virtual_currency_info.activity_types,1,"[""\""传销\""""]","[""\""传销\""""]"
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.legal_characterization,1,"""组织、领导传销活动罪""","""组织、领导传销活动罪"""
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.virtual_currency_property_status,1,"""未明确""","""未明确"""
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.transaction_legality_assessment,1,"""不适用""","""不适用"""
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.contract_validity,1,"""不适用""","""不适用"""
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.reasons_for_invalidity_or_no_protection,1,[],[]
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.cited_laws,1,"[""\""《中华人民共和国刑事诉讼法》第二百零一条\"""", ""\""《中华人民共和国刑法》第二十七条\"""", ""\""《中华人民共和国刑法》第二十五条第一款\"""", ""\""《中华人民共和国刑法》第二百二十四条之一\"""", ""\""《中华人民共和国刑法》第六十七条第一款\"""", ""\""《中华人民共和国刑法》第六十四条\""""]","[""\""《中华人民共和国刑事诉讼法》第二百零一条\"""", ""\""《中华人民共和国刑法》第二十七条\"""", ""\""《中华人民共和国刑法》第二十五条第一款\"""", ""\""《中华人民共和国刑法》第二百二十四条之一\"""", ""\""《中华人民共和国刑法》第六十七条第一款\"""", ""\""《中华人民共和国刑法》第六十四条\""""]"
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.cited_policies,1,[],[]
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.policy_labels,1,[],[]
ee5769c5-09d3-4320-95b3-ac7600900e26,judicial_analysis.judicial_framing,1,"[""\""其他\""""]","[""\""其他\""""]"
ee5769c5-09d3-4320-95b3-ac7600900e26,low_confidence_fields,1,[],[]
