doc_id,case_number,court_name,court_level,judgment_date,first_instance_case_number,region,doc_type,case_type_primary,case_type_secondary,procedure_stage,is_appeal,plaintiff_types,defendant_types,vc_involved,currency_types,activity_type,total_amount_cny,legal_characterization,vc_property_legality,contract_validity,reason_for_invalidity,cited_laws,cited_policies,judicial_framing,outcome_summary,reasoning_summary,agreement_rate,final_label_source,models_used,amount_mean_regex,amount_max_regex,amount_median_regex,amount_count_regex,contract_validity_regex,case_amount
077a07df-7bb2-4bf8-91f3-acca00d8cab6,(2020)浙0205刑初440号,宁波市江北区人民法院,基层法院,2020-12-11,,,,,,一审,0,,,,,,5930,贩卖毒品罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,5930,5930,5930,1,1,5930
077a51b1-3249-4d9f-ac35-ae8100aa6cee,（2020）粤03民终30562号,广东省深圳市中级人民法院,中院,2021-08-26,,,,,,二审,1,,,,,,5740,劳动合同纠纷,,,,,,,,,1.0,majority_vote,QWEN3_32B,5740,5740,5740,1,1,5740
0780a329-79ea-40c5-b378-afdd00c753c4,(2022)浙0802民初4279号,衢州市柯城区人民法院,基层法院,2023-01-31,,,,,,一审,0,,,,,挖矿,64153,债务承担,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,64153,64153,64153,1,1,64153
07a2d509-40bf-4f30-b680-af3400330b4c,(2022)桂0110刑初310号,南宁市武鸣区人民法院,基层法院,2022-09-27,,,,,,一审,0,,,,,技术服务,236258.61,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,236258.61,236258.61,236258.61,1,1,236258.61
07a86b85-7948-4c7d-a4f4-b11e017d8ea6,(2023)云0722刑初339号,永胜县人民法院,基层法院,2023-11-15,,,,,,一审,0,,,,,,21000,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,21000,21000,21000,1,1,21000
07a9758f-cb7a-458b-a3c9-aaa900f58a69,(2019)粤0512刑初86号,汕头市濠江区人民法院,基层法院,2019-07-24,,,,,,一审,0,,,,,,26400,赌博罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,26400,26400,26400,1,1,26400
07abe383-143b-4750-b5ce-b24a017dbcf8,（2023）冀11民终1452号,河北省衡水市中级人民法院,中院,2023-08-27,,,,,,二审,1,,,,,场外交易(OTC),181740,买卖合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,181740,181740,181740,1,1,181740
07b5b3f5-f4c2-49c6-9d5f-adf70124ee42,（2021）桂0122刑初159号,南宁市武鸣区人民法院,基层法院,2021-10-18,,,,,,一审,0,,,,,,150000,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,150000,150000,150000,1,1,150000
07be61d2-f009-4dd6-a370-a79900ec28fb,(2017)渝0114民初2984号,黔江区人民法院,基层法院,2017-05-31,,,,,,一审,0,,,,,委托理财/代投,10000,委托合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,10000,10000,10000,1,1,10000
07c3e1cf-ef5f-4ac3-845d-ad51009e1513,（2021）湘1382刑初34号,涟源市人民法院,基层法院,2021-05-21,,,,,,一审,0,,,,,场外交易(OTC),520000,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,520000,520000,520000,1,1,520000
07c3e9e5-e16d-4ff6-8649-a921011548b8,(2017)粤0112民初3524号,广州市黄埔区人民法院,基层法院,2017-09-22,,,,,,一审,0,,,,,,10500,信息网络传播权侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,10500,10500,10500,1,1,10500
07c615d0-fdf6-4eb2-bf5a-ac9d0035a09d,(2020)赣0703民初160号,赣州市南康区人民法院,基层法院,2020-03-17,,,,,,一审,0,,,,,虚拟货币交易,35400,委托合同,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,35400,35400,35400,1,1,35400
07c65668-fe79-448d-b4a6-b10c00f20579,(2023)豫0222刑初141号,通许县人民法院,基层法院,2023-04-24,,,,,,一审,0,,,,,虚拟货币交易,202156,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,202156,202156,202156,1,1,202156
07cc4537-5bf1-4773-bffa-b29200e8a893,（2024）沪0104刑初955号,上海市徐汇区人民法院,基层法院,2024-12-17,,,,,,一审,0,,,,,,80000,非法利用信息网络罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,80000,80000,80000,1,1,80000
07d2b494-e4a7-4e71-afa2-b032003b38c5,（2023）辽0202民初4596号,大连市中山区人民法院,基层法院,2023-05-18,,,,,,一审,0,,,,,,81700.04,金融借款合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,81700.04,81700.04,81700.04,1,1,81700.04
07d712e0-48fa-4a07-b7ac-e4a9fbddb087,(2015)深南法刑初字第132号,深圳市南山区人民法院,基层法院,2016-04-06,,,,,,一审,0,,,,,,241595,职务侵占罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,241595,241595,241595,1,1,241595
07d73927-3040-424b-9e82-a8d5000d3eb8,(2018)川1181民初488号,峨眉山市人民法院,基层法院,2018-04-04,,,,,,一审,0,,,,,场外交易(OTC),18330,不当得利,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,18330,18330,18330,1,1,18330
07e1503a-602b-4eb7-b7d8-abc900c2830d,(2020)浙1023刑初121号,天台县人民法院,基层法院,2020-05-19,,,,,,一审,0,,,,,,1120000,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,1120000,1120000,1120000,1,1,1120000
07e1b154-2137-4791-9e5b-ada40109f021,（2021）苏0324民初3612号,睢宁县人民法院,基层法院,2021-06-05,,,,,,一审,0,,,,,,200000,民间借贷纠纷,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,200000,200000,200000,1,1,200000
07e6fead-2646-49ec-8e66-aca0018b6f89,（2020）湘0424刑初231号,衡东县人民法院,基层法院,2020-12-22,,,,,,一审,0,,,,,,138474.4,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,138474.4,138474.4,138474.4,1,1,138474.4
07e7f208-62c0-4628-812a-b84b82765ea2,(2014)茶法刑初字第177号,茶陵县人民法院,基层法院,2014-09-22,,,,,,一审,0,,,,,虚拟货币买卖,2870000,赌博罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,2870000,2870000,2870000,1,1,2870000
07ec311a-1f4f-411d-92c5-a9f500d9c577,(2018)浙06民终2953号,浙江省绍兴市中级人民法院,中院,2018-10-16,不适用,,,,,二审,1,,,,,,1154878.63,分家析产纠纷,,,,,,,,,1.0,majority_vote,QWEN3_32B,1154878.63,1154878.63,1154878.63,1,1,1154878.63
07f06635-ee97-449c-8be0-a96801208ba3,(2018)粤06民终6613号,广东省佛山市中级人民法院,中院,2018-07-30,不适用,,,,,二审,1,,,,,委托理财/代投,40000,委托合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,40000,40000,40000,1,1,40000
07f981c4-a8b4-4254-a15b-ab3200a51dc9,（2019）鄂0103刑初1019号,武汉市江汉区人民法院,基层法院,2019-12-23,,,,,,一审,0,,,,,,1220,侵犯公民个人信息罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,1220,1220,1220,1,1,1220
07fdd79b-ba58-44fb-867c-b04b012a01c8,（2023）渝0231民初849号,垫江县人民法院,基层法院,2023-05-10,,,,,,一审,0,,,,,虚拟货币借贷,230426,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,230426,230426,230426,1,1,230426
08003f47-28a5-4330-915d-a780012b8503,(2016)鄂0192民初3583号,武汉东湖新技术开发区人民法院,基层法院,2017-05-04,,,,,,一审,0,,,,,,169200,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,169200,169200,169200,1,1,169200
0818b587-e362-48f1-8015-b134001da389,（2023）闽04刑终173号,福建省三明市中级人民法院,中级法院,2023-09-06,（2023）闽04刑初XX号,,,,,二审,1,,,,,,34980.35,诈骗罪、偷越国境罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,34980.35,34980.35,34980.35,1,1,34980.35
081a4aed-f3ff-44b7-9e7c-aa0300f5d674,(2018)辽01民终13492号,辽宁省沈阳市中级人民法院,中院,2018-12-22,XXXXXX人民法院民事判决,,,,,二审,1,,,,,挖矿,400000,委托合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,400000,400000,400000,1,1,400000
081e42da-39c4-4949-9365-afee0024ead0,(2021)粤73知民初1782号,广州知识产权法院,中院,2022-09-21,,,,,,一审,0,,,,,,63944.4,计算机软件著作权许可使用合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,63944.4,63944.4,63944.4,1,1,63944.4
08221db2-644f-4470-9db9-ae8d015a9b23,(2021)苏0582民初4322号,张家港市人民法院,基层法院,2021-09-13,,,,,,一审,0,,,,,挖矿,NA,服务合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
0826f2fe-4d41-4dec-b074-aea50181ba4d,(2022)鲁0991民初479号,泰安高新技术产业开发区人民法院,基层法院,2022-04-30,,,,,,一审,0,,,,,,2800,侵害作品发行权,,,,,,,,,1.0,majority_vote,QWEN3_32B,2800,2800,2800,1,1,2800
082921a8-b3b6-431e-a5b7-ab410183a97d,(2019)湘1302刑初337号,娄底市娄星区人民法院,基层法院,2019-12-31,,,,,,一审,0,,,,,虚拟货币发行,21789110,组织、领导传销活动罪,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,21789110,21789110,21789110,1,1,21789110
082e3eac-0055-4349-8d0a-a80c0010d021,(2017)京0111民初3309号,房山区人民法院,基层法院,2017-06-27,,,,,,一审,0,,,,,虚拟货币投资,166379.18,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,166379.18,166379.18,166379.18,1,1,166379.18
08339d61-03a0-4f48-8b30-a9fa0090fd46,(2019)黑0605刑初18号,大庆市红岗区人民法院,基层法院,2019-01-31,,,,,,一审,0,,,,,挖矿,49586.82,盗窃罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,49586.82,49586.82,49586.82,1,1,49586.82
08341533-7a8c-45b3-9ba5-a7b86feff3f8,(2021)京01民终8954号,北京市第一中级人民法院,中院,2022-01-10,京石劳人仲字[2020]第3046号,,,,,二审,1,,,,,发币/ICO,140000,劳动关系不成立,,,,,,,,,1.0,majority_vote,QWEN3_32B,140000,140000,140000,1,1,140000
0835e462-e791-4351-b11a-b126005be012,(2023)鲁0784刑初35号,山东省安丘市人民法院,基层法院,2023-07-06,,,,,,一审,0,,,,,洗钱,1075000,贩卖毒品罪、洗钱罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,1075000,1075000,1075000,1,1,1075000
083a63e4-a0db-4205-a796-ad18012c30c9,(2021)渝0233刑初47号,忠县人民法院,基层法院,2021-04-13,,,,,,一审,0,,,,,技术服务,310000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,310000,310000,310000,1,1,310000
083d2227-adb1-433d-85e0-f5a1d2e4f551,（2014）温瓯刑初字第1041号,温州市瓯海区人民法院,基层法院,2014-09-19,,,,,,一审,0,,,,,,4852068.51,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,4852068.51,4852068.51,4852068.51,1,1,4852068.51
083f4d02-05cc-400c-a850-a8290dad4085,（2015）杭西刑初字第684号,杭州市西湖区人民法院,基层法院,2015-07-30,,,,,,一审,0,,,,,虚拟货币交易,4542152.6,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,4542152.6,4542152.6,4542152.6,1,1,4542152.6
084b102b-3b1a-4fe5-ab5f-ae150145abb0,（2021）闽0581刑初1134号,石狮市人民法院,基层法院,2021-10-28,,,,,,一审,0,,,,,场外交易(OTC),41500,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,41500,41500,41500,1,1,41500
084bc8f0-6fb8-474d-9fd6-ad5800b7ed2f,(2021)豫03民终2535号,河南省洛阳市中级人民法院,中院,2021-06-28,不适用,,,,,二审,1,,,,,委托理财/代投,476968,投资合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,476968,476968,476968,1,1,476968
08517b9e-97cf-4a9f-bdb3-a7fc00a0a4f8,(2016)渝0230刑初155号,丰都县人民法院,基层法院,2017-08-04,,,,,,一审,0,,,,,,179816.66,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,179816.66,179816.66,179816.66,1,1,179816.66
0861fbcc-1f01-4f30-a533-acc9016a5fd3,(2020)黔0382刑初467号,仁怀市人民法院,基层法院,2021-01-10,,,,,,一审,0,,,,,场外交易(OTC),9838199,帮助信息网络犯罪活动罪、非法提供信用卡信息罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,9838199,9838199,9838199,1,1,9838199
0864dbd1-fecb-4e1c-8e8d-ad1a00a07bd9,(2021)豫0811刑初79号,焦作市山阳区人民法院,基层法院,2021-04-12,,,,,,一审,0,,,,,场外交易(OTC),50790580.15,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,50790580.15,50790580.15,50790580.15,1,1,50790580.15
0870209b-01ca-42af-a7f4-aee501815c2a,（2022）鲁0214民初8240号,青岛市城阳区人民法院,基层法院,2022-06-06,,,,,,一审,0,,,,,虚拟货币借贷,49908.71,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,49908.71,49908.71,49908.71,1,1,49908.71
0873a15c-72ca-4f4e-bc61-aa8400963983,(2018)闽0481刑初518号,永安市人民法院,基层法院,2018-12-27,,,,,,一审,0,,,,,,29780961.75,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,29780961.75,29780961.75,29780961.75,1,1,29780961.75
087754de-27c1-42b9-94ab-aa4201096941,(2018)苏01刑终941号,江苏省南京市中级人民法院,中院,2019-03-13,,,,,,二审,1,,,,,技术服务,175314,非法获取计算机信息系统数据罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,175314,175314,175314,1,1,175314
0877a9b1-0ed8-4888-9d6c-ae7f00d066a5,(2021)赣0902民初10234号,宜春市袁州区人民法院,基层法院,2022-03-07,,,,,,一审,0,,,,,虚拟货币借贷,76800,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,76800,76800,76800,1,1,76800
0878d991-47d5-4074-844e-a928b85d6869,（2015）东法刑初字第130号,东安县人民法院,基层法院,2015-07-08,,,,,,一审,0,,,,,虚拟货币管理/盗窃,50143,盗窃罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,50143,50143,50143,1,1,50143
0884d377-2d1b-4cce-b8ec-acc801056ec5,(2019)吉0581刑初578号,梅河口市人民法院,基层法院,2020-09-10,,,,,,一审,0,,,,,,1646949,诈骗罪,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,1646949,1646949,1646949,1,1,1646949
088f1c23-fdd2-441f-a037-aa4c011bb5f8,(2016)云0102民初7549号,昆明市五华区人民法院,基层法院,2018-12-29,,,,,,一审,0,,,,,挖矿,815000,委托合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,815000,815000,815000,1,1,815000
08961586-512d-4341-bc70-b20a017db298,（2024）云0322民初3685号,陆良县人民法院,基层法院,2024-09-18,,,,,,一审,0,,,,,,9610,修理合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,9610,9610,9610,1,1,9610
08a00818-4c95-439a-b82f-b17900e03c8a,（2024）沪0106刑初282号,上海市静安区人民法院,基层法院,2024-03-22,,,,,,一审,0,,,,,,760000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,760000,760000,760000,1,1,760000
08a38adf-6c3b-4091-9855-8da720463bf4,(2014)朝民初字第08670号,朝阳区人民法院,基层法院,2014-05-06,,,,,,一审,0,,,,,虚拟物品交易,2200,网络服务合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,2200,2200,2200,1,1,2200
08af6eb0-0420-4c04-bfc8-b0fa0025b1ba,（2023）黑0605刑初70号,大庆市红岗区人民法院,基层法院,2023-08-21,,,,,,一审,0,,,,,挖矿,24956.15,盗窃罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,24956.15,24956.15,24956.15,1,1,24956.15
08b28111-04be-4164-8c3f-ab7500e47807,(2019)沪0118刑初1283号,青浦区人民法院,基层法院,2019-10-30,,,,,,一审,0,,,,,诈骗,60000,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,60000,60000,60000,1,1,60000
08b6e3f0-66f1-4818-bf06-af9a00b1509a,（2021）陕0113民初26837号,西安市雁塔区人民法院,基层法院,2021-11-11,,,,,,一审,0,,,,,场外交易(OTC),45000,不当得利,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,45000,45000,45000,1,1,45000
08b85654-c8b8-4839-ab2a-b25000f0e42f,(2024)豫0183刑初463号,新密市人民法院,基层法院,2024-09-18,,,,,,一审,0,,,,,,142500,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,142500,142500,142500,1,1,142500
08bae513-3d5b-4a3f-be64-a9c50148a023,(2018)吉0323刑初325号,伊通满族自治县人民法院,基层法院,2018-12-14,,,,,,一审,0,,,,,发币/ICO,18000,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,18000,18000,18000,1,1,18000
08d64619-df1f-4026-ab9e-abbc01869e77,(2019)川0191刑初441号,成都高新技术产业开发区人民法院,基层法院,2020-04-08,,,,,,一审,0,,,,,虚拟货币炒币,14000000,非法吸收公众存款罪、集资诈骗罪、组织、领导传销活动罪,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,14000000,14000000,14000000,1,1,14000000
08d90add-2f8c-4459-8dde-abcf000d42a1,(2019)京0105刑初2081号,朝阳区人民法院,基层法院,2020-04-27,,,,,,一审,0,,,,,未知,30000,侵犯公民个人信息罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
08e6b1fd-283f-4473-b1c2-a99e01378377,(2018)浙1023刑初289号,天台县人民法院,基层法院,2018-08-28,,,,,,一审,0,,,,,虚拟货币借贷,NA,非法拘禁罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
08f6c121-62f6-4ad2-b05c-aa9a0181c51f,(2019)湘1302民初1382号,娄底市娄星区人民法院,基层法院,2019-05-07,,,,,,一审,0,,,,,虚拟货币投资/股份转让,200000,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,200000,200000,200000,1,1,200000
08fe7b85-d57b-4bfe-ae56-a99801170009,(2017)粤1971民初30119号,东莞市第一人民法院,基层法院,2018-04-18,,,,,,一审,0,,,,,委托理财/代投,27000,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,27000,27000,27000,1,1,27000
09010555-c519-437d-b960-ae7b002f83fa,(2021)鄂知民终682号,湖北省高级人民法院,高院,2022-02-17,,,,,,二审,1,,,,,,50000,信息网络传播权侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,50000,50000,50000,1,1,50000
09022dc8-6192-48ea-9ede-ae0e00d10fa0,(2021)鲁1302刑初256号,临沂市兰山区人民法院,基层法院,2021-04-01,,,,,,一审,0,,,,,场外交易(OTC),190600,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,190600,190600,190600,1,1,190600
09031255-4b9a-40a7-8242-adf401622624,（2021）黔2726民初1768号,独山县人民法院,基层法院,2021-09-20,,,,,,一审,0,,,,,,54436.92,赠与合同纠纷,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,54436.92,54436.92,54436.92,1,1,54436.92
090dd097-32de-4495-afce-b254001c37aa,(2024)鄂01民终9834号,湖北省武汉市中级人民法院,中院,2024-08-05,XXXXXX人民法院民事判决,,,,,二审,1,,,,,买卖合同,135500,买卖合同,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,135500,135500,135500,1,1,135500
09188fe9-fd8a-4921-9518-a98b00b41cea,(2018)浙0109刑初265号,杭州市萧山区人民法院,基层法院,2018-06-08,,,,,,一审,0,,,,,,23000000,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,23000000,23000000,23000000,1,1,23000000
091e909e-e09f-46e6-b900-ac18003a92a8,(2020)皖0304民初343号,蚌埠市禹会区人民法院,基层法院,2020-04-21,,,,,,一审,0,,,,,虚拟货币借贷,240000,合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,240000,240000,240000,1,1,240000
0925d413-7296-4e8f-a461-ab2300352e5f,(2019)桂09民终1291号,广西壮族自治区玉林市中级人民法院,中院,2019-08-08,XXX人民法院民事判决,,,,,二审,1,,,,,虚拟货币买卖,12209,买卖合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,12209,12209,12209,1,1,12209
09277417-5ea2-4bb7-88bd-ab21016c6e70,(2019)川1×××25刑初7号,青神县人民法院,基层法院,2019-03-22,,,,,,一审,0,,,,,,110700,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,110700,110700,110700,1,1,110700
092ee59f-805e-4eba-8115-b12b00aa2b27,(2023)沪0117民初15396号,松江区人民法院,基层法院,2023-09-19,,,,,,一审,0,,,,,挖矿,300000,其他合同纠纷,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,300000,300000,300000,1,1,300000
093d9d02-0706-4581-b459-a8e000a1e1a1,(2017)浙0602民初6972号,绍兴市越城区人民法院,基层法院,2017-08-30,,,,,,一审,0,,,,,委托理财/代投,30000,民间借贷,,部分有效,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
0945a0a4-27c6-4c4a-ac75-aec2018786da,(2022)鲁02民终733号,山东省青岛市中级人民法院,中院,2022-02-21,山东省青岛市XXX人民法院民事判决,,,,,二审,1,,,,,委托理财/代投,26840,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,26840,26840,26840,1,1,26840
09466d67-78b8-4295-9cff-a90700b8800f,(2017)粤73民终1543号,广州知识产权法院,中院,2017-12-11,广东省XXXXXX人民法院民事判决书,,,,,二审,1,,,,,,20000,信息网络传播权侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,20000,20000,20000,1,1,20000
09468319-b63b-4c44-acdd-ab800111e369,(2019)苏1322民初16705号,沭阳县人民法院,基层法院,2019-12-30,,,,,,一审,0,,,,,委托理财/代投,15600,委托合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,15600,15600,15600,1,1,15600
094783d5-a6df-482e-ba99-b1e40018e7e7,(2024)陕01刑终22号,陕西省西安市中级人民法院,中院,2024-03-29,,,,,,二审,1,,,,,挖矿,8647965.12,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,8647965.12,8647965.12,8647965.12,1,1,8647965.12
094ee3e2-c749-42a6-b9d1-ad2e0185413a,(2021)晋01民终3869号,山西省太原市中级人民法院,中院,2021-07-19,,,,,,二审,1,,,,,虚拟货币借贷,100000,委托合同,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,100000,100000,100000,1,1,100000
094fcbfa-1783-4664-9e19-ae0400bfa6c6,(2021)粤0306刑初334号,深圳市宝安区人民法院,基层法院,2021-01-21,,,,,,一审,0,,,,,虚拟货币投资,536918.42,职务侵占罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,536918.42,536918.42,536918.42,1,1,536918.42
0955333b-0f81-4b0d-8541-be104562afdb,(2022)京73民终1028号,北京知识产权法院,中院,2023-03-27,,,,,,二审,1,,,,,,NA,网络域名权属纠纷,,,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
09559821-4369-48ee-af64-b0230024c2da,(2021)粤0402民初1199号,珠海市香洲区人民法院,基层法院,2021-10-14,,,,,,一审,0,,,,,发币/ICO,145000,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,145000,145000,145000,1,1,145000
09561add-b92b-4818-b9dd-adf300a43a96,（2021）闽0802刑初814号,龙岩市新罗区人民法院,基层法院,2021-09-15,,,,,,一审,0,,,,,场外交易(OTC),3829360,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,3829360,3829360,3829360,1,1,3829360
0959d6a2-1c33-4797-b0b7-b04b0181bd25,(2022)鲁0211民初10769号,青岛市黄岛区人民法院,基层法院,2023-01-18,,,,,,一审,0,,,,,挖矿,4044500,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,4044500,4044500,4044500,1,1,4044500
095d6937-c3e5-4db0-ae9b-adf200d279df,(2021)桂1122刑初215号,钟山县人民法院,基层法院,2021-11-09,,,,,,一审,0,,,,,虚拟货币交易,6118087.9,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,6118087.9,6118087.9,6118087.9,1,1,6118087.9
09610f0b-06ba-4f59-bf78-aa5c00970167,（2019）闽0602民初2321号,漳州市芗城区人民法院,基层法院,2019-04-01,,,,,,一审,0,,,,,,1310,服务合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,1310,1310,1310,1,1,1310
0965c821-04b9-496c-aa70-a8b30099e54e,(2017)浙0803刑初219号,衢州市衢江区人民法院,基层法院,2017-12-22,,,,,,一审,0,,,,,,27340,盗窃罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,27340,27340,27340,1,1,27340
09750a82-1f7e-41fb-9ac0-b035010c1af0,(2023)豫1621知民初96号,扶沟县人民法院,基层法院,2023-02-21,,,,,,一审,0,,,,,,4500,著作权侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,4500,4500,4500,1,1,4500
09786628-94b0-448d-9a47-ab030108679b,(2018)苏0591刑初678号,苏州工业园区人民法院,基层法院,2019-08-21,,,,,,一审,0,,,,,,45936,非法获取计算机信息系统数据罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,45936,45936,45936,1,1,45936
0981657d-e6be-46d2-999e-ad03010b91aa,(2021)苏03民终490号,江苏省徐州市中级人民法院,中院,2021-03-30,,,,,,二审,1,,,,,委托理财/代投,88000,非法金融活动,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,88000,88000,88000,1,1,88000
0983ec8f-d6bf-4f04-87e3-acc200c1a854,（2020）沪0110刑初1399号,杨浦区人民法院,基层法院,2020-12-16,,,,,,一审,0,,,,,,0.08,走私毒品罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,0.08,0.08,0.08,1,1,0.08
09872a2f-3113-43e6-827c-abb900263020,(2020)辽1005刑初14号,辽阳市弓长岭区人民法院,基层法院,2020-04-30,,,,,,一审,0,,,,,,68019,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,68019,68019,68019,1,1,68019
0997e7d3-9587-4bdf-baec-aff101731257,（2022）豫0621刑初273号,浚县人民法院,基层法院,2022-11-29,,,,,,一审,0,,,,,,111807,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,111807,111807,111807,1,1,111807
09986358-eb75-4720-a40e-ad5601616bee,（2020）川0107民初308号,成都市武侯区人民法院,基层法院,2020-09-28,,,,,,一审,0,,,,,发币/ICO,344200,合同纠纷,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,344200,344200,344200,1,1,344200
09987484-0f35-4c48-91dc-aab0009a8a0a,(2019)豫1381刑初518号,邓州市人民法院,基层法院,2019-07-29,,,,,,一审,0,,,,,,30000,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
09a3d7f3-05a6-4622-80a4-ae0b00e9d054,（2020）粤0306民初34555号,深圳市宝安区人民法院,基层法院,2021-02-01,,,,,,一审,0,,,,,委托理财/代投,350000,委托理财合同,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,350000,350000,350000,1,1,350000
